Name,Rating,Review Title,Review Date,Review Content
Usman Hussain,5.0 out of 5 stars,Ps5 is superb,Reviewed in the United Kingdom on 23 November 2020,It is amazing. Living with the new controller and it feedback responses. The quality of the graphics is beyond imaginable (mind blowing how good it is).
yoel tesfay,5.0 out of 5 stars,This is beautiful,Reviewed in the United Kingdom on 11 March 2021,AMAZING
Eric,5.0 out of 5 stars,deliver on time,Reviewed in the United Kingdom on 11 March 2021,"requires a one time password to receive the parcel, feel comfortable"
Amazon Customer,5.0 out of 5 stars,absolutely fantastic console,Reviewed in the United Kingdom on 19 November 2020,the console was very well packed was easy to set up and transfer all my games from my ps4 to ps5 i am such a happy person value for money
kanye,5.0 out of 5 stars,"Excellent, thank you amazon",Reviewed in the United Kingdom on 18 February 2021,"at last, no more hunting and sleepless nights. its here!"
Green Diamond,5.0 out of 5 stars,VERY GOOD,Reviewed in the United Kingdom on 1 December 2020,"Worth every penny, astrobot was much better then i thought it would be aswell"
Matthew,5.0 out of 5 stars,Amazing console and delivery,Reviewed in the United Kingdom on 23 February 2021,This console is absolutely amazing and the delivery from amazon was outstanding they handled my package with care. Thank you.
Steve G,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 20 February 2021,Wow! Had the PS4 Pro and this new console is just amazing. Looks great also!
Vernon Francis,5.0 out of 5 stars,My fav new pastime,Reviewed in the United Kingdom on 18 April 2021,"Simply amazing. Everything is better. Loading times, f p s, resolution, haptic feedback, to resistive triggers."
Sarah banks,5.0 out of 5 stars,No power cable,Reviewed in the United Kingdom on 7 March 2021,The PlayStation itself is amazing! However we did not receive a power cable which means we could not use it straight away!
Stuart Harvey,5.0 out of 5 stars,Thank,Reviewed in the United Kingdom on 20 February 2021,I been waiting since 19 of November but on Tuesday morning I was in luck thank you Amazon I had no problems with it so far
Josh,5.0 out of 5 stars,Let go,Reviewed in the United Kingdom on 24 December 2020,Best PlayStation out there
Fraser,5.0 out of 5 stars,Great!,Reviewed in the United Kingdom on 20 February 2021,"Excellent item, would recommend"
Nov,1.0 out of 5 stars,Stay with ps4,Reviewed in the United Kingdom on 19 March 2021,Boring - what’s was new besides a new controller. I don’t know what the fuss is about
Rameez,5.0 out of 5 stars,PS5!!!!,Reviewed in the United Kingdom on 25 November 2020,Arrived on release day! Love it!
Amazon Customer,5.0 out of 5 stars,PlayStation 5,Reviewed in the United Kingdom on 23 February 2021,Excellent serviceExcellent console
Vangel Papai,5.0 out of 5 stars,Finally got it.,Reviewed in the United Kingdom on 16 March 2021,I waited long time for the PS5.Everythi
Duncan Morrison,5.0 out of 5 stars,Ps5 👍🏼,Reviewed in the United Kingdom on 8 January 2021,"Perfect, and delivery was quick to, my son was over the moon for Christmas, and Amazon was only company to secure this for me at rrp"
Rishi,5.0 out of 5 stars,Happiness personified.,Reviewed in the United Kingdom on 19 March 2021,Great console. Mind blowing graphics and gameplay.Worth the investment.
Amazon Customer,5.0 out of 5 stars,Team PS5,Reviewed in the United Kingdom on 24 November 2020,It’s a PS5.... not that Xbox rubbish.... five stars baby!!!!
Amazon Customer,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 24 November 2020,Amazing came really early in the day and just been on it every second
derrick,5.0 out of 5 stars,best console i ever have purchased,Reviewed in the United Kingdom on 21 November 2020,i love how fast this console loads games and download games
RJ Cole,5.0 out of 5 stars,Next Gen,Reviewed in the United Kingdom on 5 February 2021,Great bit of kit but bear in mind that the disc drive is rather loud on start up!
Amazon Customer,5.0 out of 5 stars,Perseverance,Reviewed in the United Kingdom on 21 February 2021,Managed to get 1 pre order no problems and also got 1 for a friend on release day. Stockinformer website helped alot
Ryan Allen,5.0 out of 5 stars,Worth the money,Reviewed in the United Kingdom on 15 March 2021,"Absolutely amazing, worth the hype and money"
A.M,5.0 out of 5 stars,No complaints whatsoever,Reviewed in the United Kingdom on 6 March 2021,"Delivered within one day, was able to track package, came with all cables etc. Very hassle free and great console."
Mr R J Smith,5.0 out of 5 stars,Buy it if you can,Reviewed in the United Kingdom on 11 April 2021,Worth buying... don’t think that the PS4 pro you’ve got is enough for you... get a ps5 and live it up
Jonathon,5.0 out of 5 stars,Stunning,Reviewed in the United Kingdom on 19 November 2020,Wow love my new ps5 got it today so much better no lag on the home screen at last lol great upgrade.
Shannon Dowds,5.0 out of 5 stars,Arrived before delivery date.,Reviewed in the United Kingdom on 24 November 2020,"Ordered on 19th at lunchtime, arrived today in perfect condition not due to be delivered for another day, very heavyweight and sturdy."
Astroboy,5.0 out of 5 stars,Great system for lockdown.,Reviewed in the United Kingdom on 3 March 2021,Upscales most PS4 games.  The 4K60 patches are great!
Hayley Nash,5.0 out of 5 stars,A must buy if you like gaming!,Reviewed in the United Kingdom on 19 February 2021,Absolutely amazing console! Love it.No wonder they’re so hard to get hold off :)
Stuart L.,5.0 out of 5 stars,Defo buy,Reviewed in the United Kingdom on 9 January 2021,Just awesome
mark james,5.0 out of 5 stars,Class!!!!,Reviewed in the United Kingdom on 23 November 2020,Great bit of kit. Great upgrade from ps4
Amazon Customer,5.0 out of 5 stars,Hardest thing to buy,Reviewed in the United Kingdom on 26 April 2021,Was a headache trying to get one but happy with it
ian,5.0 out of 5 stars,Good system terrible looking though,Reviewed in the United Kingdom on 4 March 2021,Working well excellent gaming system but it looks terrible the outside design team needs fireing
Ethan,4.0 out of 5 stars,Great console with awesome new technology,Reviewed in the United Kingdom on 12 January 2021,Had a few errors with the disc ejector but these were soon fixed. Great christmas present enjoyed by the whole family:)
Amazon Customer,5.0 out of 5 stars,Superb,Reviewed in the United Kingdom on 18 January 2021,Grandson loves it
Kyle,5.0 out of 5 stars,Love it!,Reviewed in the United Kingdom on 21 December 2020,"Came the next day as always with amazon, was just buzzing to be able to get one. Brilliant console!"
Amazon Customer,5.0 out of 5 stars,Perfect,Reviewed in the United Kingdom on 20 March 2021,Absolutely awesome ! Delivery was great so happy
ramzan sindi,5.0 out of 5 stars,You are amazing amazon,Reviewed in the United Kingdom on 20 March 2021,Thanks Amazon you are amazingMy son he is so happy and play with he friendsI love you for that
Jamie,5.0 out of 5 stars,Perfect,Reviewed in the United Kingdom on 15 April 2021,Love it works perfectly next day delivery and can in perfect condition so basically everything was perfect
Joe Phillips,5.0 out of 5 stars,Great Console & Service,Reviewed in the United Kingdom on 25 February 2021,"Great console and great service from Amazon, delivered next day and in a secure box so no chance of damage"
Pawel,5.0 out of 5 stars,What you'd expect,Reviewed in the United Kingdom on 26 January 2021,"Really love the new pad features and image quality (try Hitman 3!), but the plastic stand is just hideous."
Marcus Hill,5.0 out of 5 stars,Sony’s best console,Reviewed in the United Kingdom on 22 November 2020,Sony’s best console
Marts,5.0 out of 5 stars,Love it!!!,Reviewed in the United Kingdom on 19 February 2021,Best thing I've bought in a long time.Lockdown boredom breaker!
Mr. M. S. Quinn,5.0 out of 5 stars,Its a big uniy,Reviewed in the United Kingdom on 27 December 2020,SONY PS5 SAY NO MORE LOL
Marjan A,5.0 out of 5 stars,Amazing console,Reviewed in the United Kingdom on 22 April 2021,Like
TC,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 30 April 2021,Great product
John,4.0 out of 5 stars,awesome!,Reviewed in the United Kingdom on 19 February 2021,lovely console. with a good quality and great for my gaming. thanks
Craig H,5.0 out of 5 stars,Excellent console,Reviewed in the United Kingdom on 22 November 2020,"Excellent console, worth the wait"
mum2skyross,5.0 out of 5 stars,Awesome,Reviewed in the United Kingdom on 19 April 2021,By far the best console out there
Shakir,5.0 out of 5 stars,"Finally got my PS5, thank you Amazon :)",Reviewed in the United Kingdom on 23 February 2021,"Finally got mine absolutely excited, thank you Amazon!!"
Sha,5.0 out of 5 stars,Its fun,Reviewed in the United Kingdom on 28 February 2021,Amazon did well with. Their delivery time. And getting the product out on time
Adambomb2mk,5.0 out of 5 stars,It’s the Dog’s privates!,Reviewed in the United Kingdom on 19 March 2021,The Future of gaming right here!
Awais ismail,4.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 5 April 2021,Amazing console but mine sadly didn't come with a USB c cable for some reason
Kian Moran-Davin,3.0 out of 5 stars,Damaged box,Reviewed in the United Kingdom on 28 March 2021,Good product although box arrived damaged
allan galicia,5.0 out of 5 stars,Fantastic,Reviewed in the United Kingdom on 3 May 2021,Excellent
Guy B.,5.0 out of 5 stars,Great piece of kit but it’s a big unit!,Reviewed in the United Kingdom on 6 January 2021,"Managed to bag one on release day, then arrived next day after originally saying would be 2-3 days! Very happy!"
Amazon Customer,5.0 out of 5 stars,Ps5 console,Reviewed in the United Kingdom on 6 April 2021,Just simply superb
Mark Davies,5.0 out of 5 stars,Exactly as expected,Reviewed in the United Kingdom on 28 January 2021,"Great console, love the haptic feedback"
Rimas. B.,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 27 January 2021,Finally get my Ps5 🤗 excellent quality
Paul Hornsby,5.0 out of 5 stars,Excellent console .,Reviewed in the United Kingdom on 17 February 2021,Excellent console well worth the wait to get one .
Michael,5.0 out of 5 stars,Great,Reviewed in the United Kingdom on 29 March 2021,Great
Viki,4.0 out of 5 stars,It's kinda ugly but it's what's on the inside that counts 😅,Reviewed in the United Kingdom on 13 March 2021,I would give it 5 stars but I really dislike the style and size of it.
Ian Bevan,4.0 out of 5 stars,Just glad I could bag one!,Reviewed in the United Kingdom on 3 April 2021,Just glad I could get my hands on one! Enjoyed every minute of every game so far.
😊😊😊,5.0 out of 5 stars,Pre-ordered and I was happy I did,Reviewed in the United Kingdom on 3 April 2021,AMAZING I got lucky and pre-ordered on Amazon and it delivered on time. And I’m very happy 😊
Andrew Newton,5.0 out of 5 stars,Finally something good in 2020,Reviewed in the United Kingdom on 20 November 2020,Arrived on time no problems games are great with the new controller
Andrew Davis,5.0 out of 5 stars,Outstanding Gaming Console,Reviewed in the United Kingdom on 7 March 2021,"Next level gaming console, It’s definitely worth the money and wait."
David Urbon,5.0 out of 5 stars,Everything good,Reviewed in the United Kingdom on 16 March 2021,Perfect :p
ross moffatt,5.0 out of 5 stars,Clear step up from PS4. Loving it,Reviewed in the United Kingdom on 7 April 2021,Loving it.
Joanne Cousins,4.0 out of 5 stars,Great item,Reviewed in the United Kingdom on 2 March 2021,Wonderful console just need iron out bugs with software hence only 4 star will be 5 soon.
Oakley,5.0 out of 5 stars,Great purchase,Reviewed in the United Kingdom on 2 April 2021,Worth the purchase! Everything is much faster. Looking forward to more ps5 game releases!
Amazon Customer,5.0 out of 5 stars,Value for money,Reviewed in the United Kingdom on 26 February 2021,Outstanding value for money coming from a high end pc
Michael Heard,5.0 out of 5 stars,I bagged one,Reviewed in the United Kingdom on 25 April 2021,I got one! The controller is outstanding!
Jay,5.0 out of 5 stars,Nex gen console,Reviewed in the United Kingdom on 20 November 2020,Absolutely mind blowing 🔥🔥🔥
Mary,5.0 out of 5 stars,Great,Reviewed in the United Kingdom on 2 April 2021,Got it for my fella...lol. He seems to be loving it.
Mace,5.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 25 November 2020,Really impressed with Sony's next generation of consoles. Was really worth the money.
Amazon Customer,5.0 out of 5 stars,PS5,Reviewed in the United Kingdom on 25 November 2020,"Great console. No issues, fast and easy to set-up."
Amazon Customer,5.0 out of 5 stars,Well worth the wait.,Reviewed in the United Kingdom on 26 March 2021,It’s fantastic.  Better than I imagined.
shane mitchell,5.0 out of 5 stars,Lucky me,Reviewed in the United Kingdom on 2 January 2021,Item arrived on time. Item was as described. Thanks especially as stock is so limited.
Nathan r berry,5.0 out of 5 stars,Finally !,Reviewed in the United Kingdom on 15 March 2021,Just happy I finally managed to get a PS5 and not have to pay ridiculous money for it
Amazon Customer,5.0 out of 5 stars,Ps5 👍,Reviewed in the United Kingdom on 28 March 2021,I love it! Just need to develop some games for it
Dave I,5.0 out of 5 stars,I got one without pre order,Reviewed in the United Kingdom on 20 December 2020,It's a ps5 what's not to like & no scalpers involved!
Karl Girling,5.0 out of 5 stars,Performance,Reviewed in the United Kingdom on 3 April 2021,"Very happy with performance. Only dislike is the size of the console, it's huge haha"
jacob,4.0 out of 5 stars,great console just the controller,Reviewed in the United Kingdom on 2 February 2021,great console but my controller broke in the first week of use so had to buy another
Irfan,5.0 out of 5 stars,Sickkkkkkk,Reviewed in the United Kingdom on 21 November 2020,Isssaa bad boy console stylllllll.Driver was an absolute g narsaaaayyy.10/10. Deffo worth it.
Jared Smith,4.0 out of 5 stars,Next generation console,Reviewed in the United Kingdom on 7 April 2021,"Amazing console, beautiful design, however ps4 games did not load very well for me."
Sophie,5.0 out of 5 stars,Soo good!,Reviewed in the United Kingdom on 19 February 2021,Fab
Boo,5.0 out of 5 stars,Easy process.,Reviewed in the United Kingdom on 21 November 2020,Bought on ThursdayDelivery FridayCan’t beat itThank you Amazon
Joe Grimsley,5.0 out of 5 stars,Brilliant,Reviewed in the United Kingdom on 22 March 2021,Great condition. Delivered with care and excellent service. Very happy
Jaden Ramen,5.0 out of 5 stars,Excellent and amazing super fast next day delivery,Reviewed in the United Kingdom on 2 April 2021,I absolutely love this product it’s so fun and kept me company whilst in lockdown.
Aneurun Evans,1.0 out of 5 stars,Not paying that,Reviewed in the United Kingdom on 20 November 2020,20 people found this helpful
Silvester Akinbobola Hammed,5.0 out of 5 stars,Delivered on time. Awesome console,Reviewed in the United Kingdom on 27 March 2021,Delivered on time. Awesome console
Amazon Customer,5.0 out of 5 stars,Quick and secure delivery,Reviewed in the United Kingdom on 25 March 2021,Well worth the wait to get hold of my PS5. Quick and secure delivery from Amazon.
Sam Lakhdar,5.0 out of 5 stars,Best console out there,Reviewed in the United Kingdom on 24 November 2020,New interface is fantastic. Graphics are incredible and the speed makes the whole world of difference.
David,5.0 out of 5 stars,The best yet!,Reviewed in the United Kingdom on 8 March 2021,Awesome just awesome!
Shea duffy,5.0 out of 5 stars,Unreal,Reviewed in the United Kingdom on 12 February 2021,"Unreal, I mean it’s the ps5 there’s not much I need to say, best purchase ever."
Zack,5.0 out of 5 stars,Overall 10 out of 10,Reviewed in the United Kingdom on 26 February 2021,"Best console ive ever used, amazing graphics- extremely happy with this product"
Amy B.,5.0 out of 5 stars,Great!!! Worth the wait,Reviewed in the United Kingdom on 3 March 2021,After 6 months of trying finally got one very happy thanks amazon
Tomas M.,5.0 out of 5 stars,Next gen is here!,Reviewed in the United Kingdom on 21 December 2020,Super quiet and yet so powerful. Couldn't be happier with a console.
Kyle McGreevy,5.0 out of 5 stars,.,Reviewed in the United Kingdom on 6 March 2021,Fantastic so it is
Joe Chadwick,5.0 out of 5 stars,Ggs,Reviewed in the United Kingdom on 13 March 2021,it’s op
Womb.,5.0 out of 5 stars,Next Gen has arrived.,Reviewed in the United Kingdom on 5 April 2021,"Fast, intuitive and quiet.More SSD storage options please."
a,5.0 out of 5 stars,Best sony purchase I've ever made,Reviewed in the United Kingdom on 4 April 2021,Came next day well packaged love the console making most out of my new 4k tv
Josh H.,5.0 out of 5 stars,Immersive.,Reviewed in the United Kingdom on 30 March 2021,Buy it for the controller.It's amazing.
paul warren,5.0 out of 5 stars,Worth the £450 price tag,Reviewed in the United Kingdom on 21 November 2020,Lovely.  Excellent quality.
Roland Varga,5.0 out of 5 stars,Great,Reviewed in the United Kingdom on 3 May 2021,Great
iqbal javed,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 20 April 2021,Awesome console still over the moon that i managed to get one from Amazon.
Amazon Customer,5.0 out of 5 stars,Good,Reviewed in the United Kingdom on 20 November 2020,It is a good console 10/10
Antonio Ferrante,5.0 out of 5 stars,Simple the best,Reviewed in the United Kingdom on 8 April 2021,The best console at moment
Bradley Andrews,5.0 out of 5 stars,Brilliant,Reviewed in the United Kingdom on 13 April 2021,I love it very fast delivery and the ps5 is out of this world
Zurina Volschenk,5.0 out of 5 stars,Best console I have had to date!,Reviewed in the United Kingdom on 17 February 2021,This is a significant increase from the ps4. Can’t recommend this enough.
BreakingBob,5.0 out of 5 stars,Excellent,Reviewed in the United Kingdom on 23 November 2020,"DualSense is incredible, great UI would recommend"
Bradley Easdale,5.0 out of 5 stars,Very quiet,Reviewed in the United Kingdom on 2 March 2021,"Loving this system, it’s so quiet !!!"
Amazon Customer,5.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 27 January 2021,Great console spidermsn to yeyeye
Kerry,5.0 out of 5 stars,Perfect,Reviewed in the United Kingdom on 10 February 2021,Received when said
Zaki E.,5.0 out of 5 stars,Awesome,Reviewed in the United Kingdom on 17 April 2021,"Very fast , great graphics , awesome games { Astro bot and demon souls}"
Luca,1.0 out of 5 stars,Joke,Reviewed in the United Kingdom on 20 November 2020,20 people found this helpful
Amazon Customer,5.0 out of 5 stars,10/10,Reviewed in the United Kingdom on 20 December 2020,"Great console, well worth the money"
Peter townend,5.0 out of 5 stars,Good,Reviewed in the United Kingdom on 19 April 2021,Good machine
Nayyab,4.0 out of 5 stars,The box seal was opened.,Reviewed in the United Kingdom on 21 November 2020,not sure what happened but the box seal was open and was abit tear on the PlayStation 5 box.
dwayne anderson,5.0 out of 5 stars,Great,Reviewed in the United Kingdom on 23 December 2020,Value for money need more for the kids
Matthew G.,5.0 out of 5 stars,awesome,Reviewed in the United Kingdom on 1 December 2020,nothing to dislike at all stunning machine worth the wait 😊
Naztradamus,5.0 out of 5 stars,Actual next gen,Reviewed in the United Kingdom on 28 January 2021,Pretty sick looks cool plays nice.
Amazon Customer,5.0 out of 5 stars,Ps5 ftw,Reviewed in the United Kingdom on 20 November 2020,Love the designThe system runs well ..
Amazon Customer,5.0 out of 5 stars,Awesome,Reviewed in the United Kingdom on 24 March 2021,"Quiet, fast, great 4k gaming on my oled TV. Very happy 😊"
Bradley Howell,5.0 out of 5 stars,Works perfectly,Reviewed in the United Kingdom on 22 December 2020,"Love the console, just wish people could get their hands on one as well!"
Rafal,5.0 out of 5 stars,Best station is PlayStation 5,Reviewed in the United Kingdom on 21 December 2020,"No more No less is Great :-)!!! I like design, run fast and quiet, so far no issues."
Harrison Clinton,5.0 out of 5 stars,Lots of fun!,Reviewed in the United Kingdom on 8 March 2021,"Great product and such a great upgrade from my PS4, highly recommend"
Liam,5.0 out of 5 stars,Great product,Reviewed in the United Kingdom on 17 February 2021,"Great PlayStation, the controller is amazing, so much more realistic"
chris moore,5.0 out of 5 stars,Number one,Reviewed in the United Kingdom on 23 March 2021,Amazing
Weelynn83,5.0 out of 5 stars,Fantastic thank you 😊,Reviewed in the United Kingdom on 20 March 2021,Great product! Very happy son
Paddy,5.0 out of 5 stars,Amazing!,Reviewed in the United Kingdom on 22 November 2020,"Just incredible really from the controller to the ui, absolutely no complaints so far."
andi_elle,5.0 out of 5 stars,andi_elle,Reviewed in the United Kingdom on 3 January 2021,Reviewed in the United Kingdom on 3 January 2021
Me Buy Things Now,5.0 out of 5 stars,Why does my ps5 look like Seto Kaiba jacket?!,Reviewed in the United Kingdom on 20 November 2020,"Yo, get a kaiba box or your going to be sent straight to the shadow realm."
Ryan,5.0 out of 5 stars,Good console,Reviewed in the United Kingdom on 28 February 2021,Very good console
Lauren,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 19 April 2021,Fantastic!! Arrived the next day. No problems at all. Thank you
Tom Shucksmith,5.0 out of 5 stars,Must purchase console,Reviewed in the United Kingdom on 13 January 2021,Just incredible
Andrew harris,5.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 27 December 2020,Absolutely brilliant love it so much
Umberto Mastrolia,5.0 out of 5 stars,Next gen is here !,Reviewed in the United Kingdom on 17 February 2021,"Delivery fast and on time ! Hard to get, but Great console !!"
Velvet Thunder,5.0 out of 5 stars,Wonderful product,Reviewed in the United Kingdom on 24 February 2021,ITS A PS5Good deliveryNo problems with it at all.
Jamie Chetwynd,5.0 out of 5 stars,PlayStation 5 review,Reviewed in the United Kingdom on 2 January 2021,Absolutely amazing console.
Mark,5.0 out of 5 stars,Thank you,Reviewed in the United Kingdom on 20 November 2020,Can’t wait to resell this for double the price on eBay! 🤫
mr mark stanbridge,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 28 March 2021,It’s a ps5 what else is there to say
Tyler foster,5.0 out of 5 stars,Loving it,Reviewed in the United Kingdom on 20 November 2020,It's amazing
Oliver,5.0 out of 5 stars,"Perfect, exactly what i wanted!!",Reviewed in the United Kingdom on 8 March 2021,"so happy to have got this, exactly as described"
lyndsey gibbison,1.0 out of 5 stars,Skam,Reviewed in the United Kingdom on 19 February 2021,SCAM!! Avoid
Mostafa Raihan,5.0 out of 5 stars,Fantastic,Reviewed in the United Kingdom on 20 November 2020,Got the console on release date early morning. Happy gaming everyone! Loving it.
Chris Baillie,5.0 out of 5 stars,Excellent product and great delivery,Reviewed in the United Kingdom on 6 March 2021,Great console and fast delivery on a product in low supply
MRS JUNE TURNER,5.0 out of 5 stars,Best PlayStation do far,Reviewed in the United Kingdom on 20 December 2020,Fantastic purchased for my son who loves playing.
J E.,5.0 out of 5 stars,The real next generation console,Reviewed in the United Kingdom on 20 November 2020,No jet engines here
Abhi,5.0 out of 5 stars,Buy it,Reviewed in the United Kingdom on 5 April 2021,"Amazing, controller is way beetter than ds4"
Peely,1.0 out of 5 stars,Oof,Reviewed in the United Kingdom on 19 November 2020,21 people found this helpful
juche,5.0 out of 5 stars,Best PlayStation ever.,Reviewed in the United Kingdom on 27 November 2020,"Amazing, love it."
sedar,5.0 out of 5 stars,"Amazing service, fast and secure!",Reviewed in the United Kingdom on 20 November 2020,"Amazing service, arrived in a day and was packaged well! I highly recommend!"
Mike Hunt,5.0 out of 5 stars,Aye. It’s alright.,Reviewed in the United Kingdom on 16 February 2021,"Aye, it’s alright."
Ashraf,5.0 out of 5 stars,Excellent,Reviewed in the United Kingdom on 20 November 2020,"Excellent Games Console, Keep It Up Sony."
Ben,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 27 January 2021,Very good and fast also fast delivery too
Josh hopwood,5.0 out of 5 stars,Best console,Reviewed in the United Kingdom on 12 March 2021,"Graphics great, speed of system loading is rapid 5/5"
JC,5.0 out of 5 stars,Grewt,Reviewed in the United Kingdom on 2 March 2021,Great
Paul Johnson,5.0 out of 5 stars,Next gen is here,Reviewed in the United Kingdom on 20 November 2020,Amazing console
Adil Moosa,5.0 out of 5 stars,Phenomenal,Reviewed in the United Kingdom on 25 February 2021,"Excellent, amazing graphics, incredible controller"
Simey,5.0 out of 5 stars,Great powerful console!,Reviewed in the United Kingdom on 1 April 2021,Amazing console!! A+++++
Kyle Alexander Black,5.0 out of 5 stars,PS5 finally,Reviewed in the United Kingdom on 19 April 2021,"Swift and simple purchase, thank u!"
Amazon Customer,5.0 out of 5 stars,Price,Reviewed in the United Kingdom on 20 March 2021,Can't complain! Worth every penny!
Ali shah,5.0 out of 5 stars,Great gaming console,Reviewed in the United Kingdom on 16 April 2021,The future
Amazon Customer,5.0 out of 5 stars,Fast delivery by Amazon,Reviewed in the United Kingdom on 3 April 2021,Fantastic console and great service by Amazon
Sam Robert Allan-Nagy,5.0 out of 5 stars,It's bigger than you think...,Reviewed in the United Kingdom on 8 March 2021,Such a great console!
Brandan Stevens,5.0 out of 5 stars,Can’t be better,Reviewed in the United Kingdom on 28 November 2020,Quick delivery works amazing!
Amazon Customer,5.0 out of 5 stars,Finally,Reviewed in the United Kingdom on 18 February 2021,Arrived the next day as promised
